Client ID,Quarter,Month,Year,Monthly Points,Quarter Bonus 1,Quarter Bonus 2,Yearly Bonus 1
1136,1,1,2020,38,0,0,0
1137,1,1,2020,0,0,0,0
1138,1,1,2020,0,0,0,0
1140,1,1,2020,72,0,0,0
1141,1,1,2020,380,0,0,0
1154,1,1,2020,41,0,0,0
1155,1,1,2020,134,0,0,0
1157,1,1,2020,266,0,0,0
1158,1,1,2020,82,0,0,0
1159,1,1,2020,342,0,0,0
1161,1,1,2020,0,0,0,0
1170,1,1,2020,170,0,0,0
1175,1,1,2020,198,0,0,0
1180,1,1,2020,255,0,0,0
1183,1,1,2020,185,0,0,0
1186,1,1,2020,225,0,0,0
1194,1,1,2020,36,0,0,0
1196,1,1,2020,0,0,0,0
1199,1,1,2020,323,0,0,0
1200,1,1,2020,623,0,0,0
1201,1,1,2020,0,0,0,0
1207,1,1,2020,131,0,0,0
1208,1,1,2020,10,0,0,0
1210,1,1,2020,803,0,0,0
1211,1,1,2020,0,0,0,0
1212,1,1,2020,255,0,0,0
1214,1,1,2020,86,0,0,0
1215,1,1,2020,317,0,0,0
1216,1,1,2020,6052,0,0,0
1217,1,1,2020,0,0,0,0
1218,1,1,2020,653,0,0,0
1222,1,1,2020,664,0,0,0
1223,1,1,2020,357,0,0,0
1228,1,1,2020,105,0,0,0
1233,1,1,2020,162,0,0,0
1234,1,1,2020,0,0,0,0
1235,1,1,2020,184,0,0,0
1236,1,1,2020,0,0,0,0
1237,1,1,2020,479,0,0,0
1238,1,1,2020,49,0,0,0
1241,1,1,2020,62,0,0,0
1242,1,1,2020,0,0,0,0
1243,1,1,2020,368,0,0,0
1244,1,1,2020,0,0,0,0
1247,1,1,2020,188,0,0,0
1248,1,1,2020,0,0,0,0
1250,1,1,2020,629,0,0,0
1251,1,1,2020,0,0,0,0
1252,1,1,2020,82,0,0,0
1253,1,1,2020,20,0,0,0
1255,1,1,2020,56,0,0,0
1256,1,1,2020,0,0,0,0
1259,1,1,2020,96,0,0,0
1260,1,1,2020,0,0,0,0
1261,1,1,2020,236,0,0,0
1264,1,1,2020,1071,0,0,0
1265,1,1,2020,157,0,0,0
1266,1,1,2020,0,0,0,0
1267,1,1,2020,37,0,0,0
1268,1,1,2020,27,0,0,0
1269,1,1,2020,0,0,0,0
1270,1,1,2020,5,0,0,0
1273,1,1,2020,0,0,0,0
1274,1,1,2020,36,0,0,0
1275,1,1,2020,1428,0,0,0
1277,1,1,2020,0,0,0,0
1278,1,1,2020,257,0,0,0
1280,1,1,2020,90,0,0,0
1281,1,1,2020,0,0,0,0
1282,1,1,2020,182,0,0,0
1283,1,1,2020,0,0,0,0
1284,1,1,2020,0,0,0,0
1286,1,1,2020,108,0,0,0
1288,1,1,2020,0,0,0,0
1289,1,1,2020,182,0,0,0
1290,1,1,2020,39,0,0,0
1291,1,1,2020,0,0,0,0
1292,1,1,2020,78,0,0,0
1294,1,1,2020,764,0,0,0
1296,1,1,2020,105,0,0,0
1297,1,1,2020,0,0,0,0
1299,1,1,2020,0,0,0,0
1300,1,1,2020,10,0,0,0
1301,1,1,2020,0,0,0,0
1303,1,1,2020,0,0,0,0
1304,1,1,2020,0,0,0,0
1305,1,1,2020,23,0,0,0
1306,1,1,2020,0,0,0,0
1308,1,1,2020,284,0,0,0
1309,1,1,2020,304,0,0,0
1310,1,1,2020,312,0,0,0
1311,1,1,2020,0,0,0,0
1312,1,1,2020,221,0,0,0
1315,1,1,2020,29,0,0,0
1317,1,1,2020,402,0,0,0
1319,1,1,2020,4753,0,0,0
1320,1,1,2020,0,0,0,0
1322,1,1,2020,0,0,0,0
1323,1,1,2020,1745,0,0,0
1324,1,1,2020,1632,0,0,0
1325,1,1,2020,0,0,0,0
1326,1,1,2020,0,0,0,0
1327,1,1,2020,85,0,0,0
1328,1,1,2020,0,0,0,0
1330,1,1,2020,0,0,0,0
1331,1,1,2020,0,0,0,0
1332,1,1,2020,0,0,0,0
1333,1,1,2020,262,0,0,0
1334,1,1,2020,0,0,0,0
1335,1,1,2020,429,0,0,0
1336,1,1,2020,60,0,0,0
1337,1,1,2020,364,0,0,0
1339,1,1,2020,222,0,0,0
1340,1,1,2020,0,0,0,0
1341,1,1,2020,83,0,0,0
1342,1,1,2020,184,0,0,0
1343,1,1,2020,57,0,0,0
1344,1,1,2020,49,0,0,0
1345,1,1,2020,14,0,0,0
1347,1,1,2020,74,0,0,0
1348,1,1,2020,60,0,0,0
1349,1,1,2020,43,0,0,0
1350,1,1,2020,326,0,0,0
2,1,2,2020,0,0,0,0
10,1,2,2020,1141,0,0,0
12,1,2,2020,1516,0,0,0
14,1,2,2020,1050,0,0,0
16,1,2,2020,438,0,0,0
17,1,2,2020,0,0,0,0
21,1,2,2020,797,0,0,0
23,1,2,2020,700,0,0,0
25,1,2,2020,1973,0,0,0
28,1,2,2020,0,0,0,0
30,1,2,2020,288,0,0,0
32,1,2,2020,0,0,0,0
35,1,2,2020,0,0,0,0
38,1,2,2020,102,0,0,0
44,1,2,2020,783,0,0,0
45,1,2,2020,0,0,0,0
46,1,2,2020,0,0,0,0
48,1,2,2020,0,0,0,0
54,1,2,2020,378,0,0,0
56,1,2,2020,0,0,0,0
58,1,2,2020,112,0,0,0
64,1,2,2020,0,0,0,0
72,1,2,2020,0,0,0,0
83,1,2,2020,0,0,0,0
86,1,2,2020,95,0,0,0
87,1,2,2020,71,0,0,0
89,1,2,2020,172,0,0,0
93,1,2,2020,286,0,0,0
101,1,2,2020,279,0,0,0
118,1,2,2020,0,0,0,0
130,1,2,2020,0,0,0,0
145,1,2,2020,371,0,0,0
152,1,2,2020,213,0,0,0
160,1,2,2020,300,0,0,0
162,1,2,2020,516,0,0,0
163,1,2,2020,190,0,0,0
183,1,2,2020,0,0,0,0
186,1,2,2020,87,0,0,0
192,1,2,2020,2603,0,0,0
199,1,2,2020,594,0,0,0
207,1,2,2020,0,0,0,0
266,1,2,2020,189,0,0,0
289,1,2,2020,943,0,0,0
291,1,2,2020,176,0,0,0
292,1,2,2020,111,0,0,0
299,1,2,2020,69,0,0,0
300,1,2,2020,129,0,0,0
301,1,2,2020,993,0,0,0
303,1,2,2020,224,0,0,0
306,1,2,2020,0,0,0,0
317,1,2,2020,1945,0,0,0
323,1,2,2020,323,0,0,0
328,1,2,2020,721,0,0,0
329,1,2,2020,1843,0,0,0
335,1,2,2020,2331,0,0,0
336,1,2,2020,0,0,0,0
347,1,2,2020,0,0,0,0
350,1,2,2020,194,0,0,0
351,1,2,2020,0,0,0,0
361,1,2,2020,432,0,0,0
369,1,2,2020,225,0,0,0
371,1,2,2020,1991,0,0,0
381,1,2,2020,1057,0,0,0
383,1,2,2020,234,0,0,0
384,1,2,2020,948,0,0,0
385,1,2,2020,0,0,0,0
388,1,2,2020,132,0,0,0
389,1,2,2020,188,0,0,0
392,1,2,2020,331,0,0,0
393,1,2,2020,460,0,0,0
402,1,2,2020,0,0,0,0
403,1,2,2020,0,0,0,0
404,1,2,2020,0,0,0,0
420,1,2,2020,209,0,0,0
425,1,2,2020,0,0,0,0
429,1,2,2020,0,0,0,0
434,1,2,2020,725,0,0,0
451,1,2,2020,0,0,0,0
452,1,2,2020,819,0,0,0
453,1,2,2020,117,0,0,0
475,1,2,2020,0,0,0,0
478,1,2,2020,249,0,0,0
485,1,2,2020,333,0,0,0
486,1,2,2020,395,0,0,0
492,1,2,2020,218,0,0,0
498,1,2,2020,415,0,0,0
505,1,2,2020,588,0,0,0
524,1,2,2020,239,0,0,0
533,1,2,2020,404,0,0,0
549,1,2,2020,0,0,0,0
555,1,2,2020,840,0,0,0
563,1,2,2020,0,0,0,0
567,1,2,2020,0,0,0,0
578,1,2,2020,0,0,0,0
579,1,2,2020,0,0,0,0
581,1,2,2020,0,0,0,0
584,1,2,2020,0,0,0,0
592,1,2,2020,204,0,0,0
594,1,2,2020,315,0,0,0
597,1,2,2020,844,0,0,0
598,1,2,2020,1218,0,0,0
602,1,2,2020,2173,0,0,0
608,1,2,2020,160,0,0,0
614,1,2,2020,143,0,0,0
621,1,2,2020,185,0,0,0
622,1,2,2020,263,0,0,0
624,1,2,2020,0,0,0,0
631,1,2,2020,0,0,0,0
634,1,2,2020,78,0,0,0
645,1,2,2020,254,0,0,0
646,1,2,2020,4667,0,0,0
647,1,2,2020,97,0,0,0
648,1,2,2020,72,0,0,0
653,1,2,2020,0,0,0,0
658,1,2,2020,0,0,0,0
663,1,2,2020,0,0,0,0
666,1,2,2020,1798,0,0,0
672,1,2,2020,1327,0,0,0
673,1,2,2020,346,0,0,0
674,1,2,2020,0,0,0,0
675,1,2,2020,148,0,0,0
678,1,2,2020,6765,0,0,0
679,1,2,2020,766,0,0,0
690,1,2,2020,40,0,0,0
693,1,2,2020,312,0,0,0
697,1,2,2020,0,0,0,0
698,1,2,2020,52,0,0,0
711,1,2,2020,0,0,0,0
712,1,2,2020,798,0,0,0
717,1,2,2020,274,0,0,0
720,1,2,2020,413,0,0,0
722,1,2,2020,0,0,0,0
724,1,2,2020,3804,0,0,0
727,1,2,2020,0,0,0,0
729,1,2,2020,2866,0,0,0
730,1,2,2020,0,0,0,0
735,1,2,2020,0,0,0,0
739,1,2,2020,1669,0,0,0
741,1,2,2020,571,0,0,0
742,1,2,2020,350,0,0,0
743,1,2,2020,0,0,0,0
744,1,2,2020,196,0,0,0
745,1,2,2020,660,0,0,0
748,1,2,2020,160,0,0,0
751,1,2,2020,0,0,0,0
753,1,2,2020,284,0,0,0
757,1,2,2020,0,0,0,0
761,1,2,2020,0,0,0,0
762,1,2,2020,611,0,0,0
763,1,2,2020,795,0,0,0
764,1,2,2020,0,0,0,0
766,1,2,2020,66,0,0,0
767,1,2,2020,49,0,0,0
774,1,2,2020,127,0,0,0
775,1,2,2020,594,0,0,0
776,1,2,2020,298,0,0,0
778,1,2,2020,516,0,0,0
781,1,2,2020,299,0,0,0
784,1,2,2020,0,0,0,0
795,1,2,2020,81,0,0,0
797,1,2,2020,0,0,0,0
798,1,2,2020,0,0,0,0
802,1,2,2020,198,0,0,0
803,1,2,2020,83,0,0,0
804,1,2,2020,163,0,0,0
805,1,2,2020,78,0,0,0
806,1,2,2020,0,0,0,0
811,1,2,2020,575,0,0,0
815,1,2,2020,0,0,0,0
816,1,2,2020,0,0,0,0
821,1,2,2020,108,0,0,0
822,1,2,2020,113,0,0,0
826,1,2,2020,331,0,0,0
837,1,2,2020,25,0,0,0
848,1,2,2020,941,0,0,0
850,1,2,2020,0,0,0,0
855,1,2,2020,146,0,0,0
865,1,2,2020,0,0,0,0
867,1,2,2020,199,0,0,0
875,1,2,2020,695,0,0,0
879,1,2,2020,1414,0,0,0
883,1,2,2020,172,0,0,0
884,1,2,2020,0,0,0,0
886,1,2,2020,821,0,0,0
888,1,2,2020,73,0,0,0
892,1,2,2020,26,0,0,0
894,1,2,2020,0,0,0,0
898,1,2,2020,0,0,0,0
899,1,2,2020,38,0,0,0
903,1,2,2020,299,0,0,0
904,1,2,2020,0,0,0,0
907,1,2,2020,71,0,0,0
908,1,2,2020,40,0,0,0
911,1,2,2020,0,0,0,0
914,1,2,2020,161,0,0,0
918,1,2,2020,0,0,0,0
919,1,2,2020,1470,0,0,0
923,1,2,2020,0,0,0,0
924,1,2,2020,312,0,0,0
925,1,2,2020,0,0,0,0
927,1,2,2020,94,0,0,0
929,1,2,2020,0,0,0,0
933,1,2,2020,209,0,0,0
939,1,2,2020,118,0,0,0
952,1,2,2020,984,0,0,0
954,1,2,2020,569,0,0,0
958,1,2,2020,90,0,0,0
959,1,2,2020,0,0,0,0
961,1,2,2020,0,0,0,0
962,1,2,2020,183,0,0,0
969,1,2,2020,0,0,0,0
971,1,2,2020,130,0,0,0
975,1,2,2020,1838,0,0,0
977,1,2,2020,1392,0,0,0
978,1,2,2020,246,0,0,0
983,1,2,2020,0,0,0,0
987,1,2,2020,0,0,0,0
989,1,2,2020,44,0,0,0
996,1,2,2020,185,0,0,0
999,1,2,2020,0,0,0,0
1000,1,2,2020,145,0,0,0
1005,1,2,2020,0,0,0,0
1006,1,2,2020,489,0,0,0
1008,1,2,2020,105,0,0,0
1015,1,2,2020,0,0,0,0
1018,1,2,2020,164,0,0,0
1019,1,2,2020,0,0,0,0
1022,1,2,2020,732,0,0,0
1026,1,2,2020,0,0,0,0
1027,1,2,2020,0,0,0,0
1028,1,2,2020,1819,0,0,0
1031,1,2,2020,0,0,0,0
1032,1,2,2020,219,0,0,0
1040,1,2,2020,0,0,0,0
1044,1,2,2020,205,0,0,0
1046,1,2,2020,176,0,0,0
1054,1,2,2020,117,0,0,0
1056,1,2,2020,172,0,0,0
1057,1,2,2020,0,0,0,0
1060,1,2,2020,0,0,0,0
1064,1,2,2020,440,0,0,0
1065,1,2,2020,433,0,0,0
1068,1,2,2020,0,0,0,0
1070,1,2,2020,179,0,0,0
1072,1,2,2020,39,0,0,0
1074,1,2,2020,232,0,0,0
1085,1,2,2020,255,0,0,0
1089,1,2,2020,0,0,0,0
1090,1,2,2020,272,0,0,0
1091,1,2,2020,404,0,0,0
1093,1,2,2020,0,0,0,0
1094,1,2,2020,227,0,0,0
1095,1,2,2020,133,0,0,0
1096,1,2,2020,116,0,0,0
1097,1,2,2020,688,0,0,0
1104,1,2,2020,299,0,0,0
1112,1,2,2020,156,0,0,0
1113,1,2,2020,279,0,0,0
1114,1,2,2020,125,0,0,0
1115,1,2,2020,0,0,0,0
1118,1,2,2020,473,0,0,0
1122,1,2,2020,0,0,0,0
1132,1,2,2020,95,0,0,0
1136,1,2,2020,82,0,0,0
1137,1,2,2020,186,0,0,0
1138,1,2,2020,0,0,0,0
1140,1,2,2020,28,0,0,0
1141,1,2,2020,276,0,0,0
1154,1,2,2020,73,0,0,0
1155,1,2,2020,82,0,0,0
1157,1,2,2020,206,0,0,0
1158,1,2,2020,0,0,0,0
1159,1,2,2020,0,0,0,0
1161,1,2,2020,0,0,0,0
1169,1,2,2020,78,0,0,0
1170,1,2,2020,263,0,0,0
1175,1,2,2020,163,0,0,0
1177,1,2,2020,29,0,0,0
1180,1,2,2020,152,0,0,0
1183,1,2,2020,94,0,0,0
1186,1,2,2020,178,0,0,0
1188,1,2,2020,392,0,0,0
1194,1,2,2020,137,0,0,0
1196,1,2,2020,223,0,0,0
1199,1,2,2020,97,0,0,0
1200,1,2,2020,518,0,0,0
1201,1,2,2020,402,0,0,0
1207,1,2,2020,0,0,0,0
1208,1,2,2020,43,0,0,0
1209,1,2,2020,0,0,0,0
1210,1,2,2020,423,0,0,0
1212,1,2,2020,138,0,0,0
1214,1,2,2020,0,0,0,0
1215,1,2,2020,0,0,0,0
1216,1,2,2020,3755,0,0,0
1217,1,2,2020,1834,0,0,0
1218,1,2,2020,684,0,0,0
1222,1,2,2020,168,0,0,0
1223,1,2,2020,218,0,0,0
1228,1,2,2020,0,0,0,0
1233,1,2,2020,62,0,0,0
1234,1,2,2020,50,0,0,0
1235,1,2,2020,153,0,0,0
1236,1,2,2020,0,0,0,0
1238,1,2,2020,25,0,0,0
1241,1,2,2020,82,0,0,0
1242,1,2,2020,74,0,0,0
1243,1,2,2020,509,0,0,0
1244,1,2,2020,0,0,0,0
1247,1,2,2020,292,0,0,0
1248,1,2,2020,0,0,0,0
1250,1,2,2020,0,0,0,0
1251,1,2,2020,117,0,0,0
1252,1,2,2020,146,0,0,0
1253,1,2,2020,0,0,0,0
1255,1,2,2020,117,0,0,0
1256,1,2,2020,10,0,0,0
1259,1,2,2020,119,0,0,0
1260,1,2,2020,78,0,0,0
1261,1,2,2020,94,0,0,0
1264,1,2,2020,933,0,0,0
1265,1,2,2020,188,0,0,0
1266,1,2,2020,0,0,0,0
1267,1,2,2020,45,0,0,0
1268,1,2,2020,11,0,0,0
1269,1,2,2020,0,0,0,0
1270,1,2,2020,35,0,0,0
1273,1,2,2020,0,0,0,0
1274,1,2,2020,34,0,0,0
1275,1,2,2020,701,0,0,0
1277,1,2,2020,0,0,0,0
1278,1,2,2020,0,0,0,0
1280,1,2,2020,115,0,0,0
1281,1,2,2020,0,0,0,0
1282,1,2,2020,146,0,0,0
1283,1,2,2020,0,0,0,0
1284,1,2,2020,0,0,0,0
1286,1,2,2020,97,0,0,0
1288,1,2,2020,0,0,0,0
1289,1,2,2020,214,0,0,0
1290,1,2,2020,82,0,0,0
1291,1,2,2020,0,0,0,0
1292,1,2,2020,46,0,0,0
1294,1,2,2020,0,0,0,0
1296,1,2,2020,72,0,0,0
1300,1,2,2020,0,0,0,0
1301,1,2,2020,45,0,0,0
1303,1,2,2020,0,0,0,0
1304,1,2,2020,0,0,0,0
1305,1,2,2020,34,0,0,0
1306,1,2,2020,0,0,0,0
1308,1,2,2020,296,0,0,0
1309,1,2,2020,0,0,0,0
1310,1,2,2020,175,0,0,0
1311,1,2,2020,513,0,0,0
1312,1,2,2020,0,0,0,0
1315,1,2,2020,95,0,0,0
1317,1,2,2020,0,0,0,0
1318,1,2,2020,89,0,0,0
1319,1,2,2020,1671,0,0,0
1320,1,2,2020,0,0,0,0
1321,1,2,2020,0,0,0,0
1323,1,2,2020,1154,0,0,0
1324,1,2,2020,0,0,0,0
1325,1,2,2020,0,0,0,0
1326,1,2,2020,89,0,0,0
1327,1,2,2020,67,0,0,0
1330,1,2,2020,0,0,0,0
1331,1,2,2020,0,0,0,0
1332,1,2,2020,73,0,0,0
1333,1,2,2020,0,0,0,0
1335,1,2,2020,279,0,0,0
1336,1,2,2020,0,0,0,0
1337,1,2,2020,219,0,0,0
1339,1,2,2020,52,0,0,0
1341,1,2,2020,377,0,0,0
1342,1,2,2020,0,0,0,0
1343,1,2,2020,52,0,0,0
1344,1,2,2020,0,0,0,0
1345,1,2,2020,0,0,0,0
1346,1,2,2020,0,0,0,0
1347,1,2,2020,67,0,0,0
1348,1,2,2020,79,0,0,0
1349,1,2,2020,85,0,0,0
1350,1,2,2020,249,0,0,0
2,1,3,2020,0,0,0,0
10,1,3,2020,0,6200,4000,0
12,1,3,2020,1397,11750,5000,0
14,1,3,2020,0,11750,5000,0
16,1,3,2020,0,1894,3000,0
17,1,3,2020,0,0,0,0
21,1,3,2020,0,6200,4000,0
23,1,3,2020,0,11750,5000,0
25,1,3,2020,0,8875,4500,0
28,1,3,2020,921,6200,4000,0
30,1,3,2020,508,3788,3500,0
32,1,3,2020,207,0,0,0
35,1,3,2020,140,6200,4000,0
38,1,3,2020,174,1894,3000,0
44,1,3,2020,0,3788,3500,0
45,1,3,2020,0,0,0,0
46,1,3,2020,0,0,0,0
